Model,Scenario,Region,Category,Emissions|CO2|Energy and Industrial Processes|GrossCmltv,Emissions|CO2|Energy and Industrial Processes|GrossDebtCmltv,Emissions|CO2|Energy and Industrial Processes|GrossCmltvShare,Emissions|CO2|Energy and Industrial Processes|GrossDebtCmltvShare,Carbon Dioxide Removal|NovelCmltv,Carbon Dioxide Removal|Novel|WorldCmltv,Carbon Dioxide Removal|Novel [p90]|Additional|WorldCmltv,Carbon Dioxide Removal|Novel|FairShare,Carbon Dioxide Removal|Novel [p90]|Additional|FairShare,pop_20202100,difference,preventativegap,.group
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10AFRICA,1_PP1990,86.52179792099997,0,0.05241086901568795,0,34.61145474999999,407.6537852,232.23200292409783,21.365489139866593,0,64655362026,13.2459656101334,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10CHINA+,1_PP1990,368.94169409100004,156.22477455961678,0.22348766747871962,0.2634369316575662,48.940676300000014,407.6537852,232.23200292409783,91.105593593219,61.178486283015275,81408881108,-103.34340357623427,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10EUROPE,1_PP1990,176.70971715300016,94.92300981345889,0.10704250330028414,0.16006569072958435,21.896770900000003,407.6537852,232.23200292409783,43.636281647644324,37.17237595756057,31294933396,-58.91188670520489,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10INDIA+,1_PP1990,206.41417933799997,0,0.12503608080523815,0,61.942587750000015,407.6537852,232.23200292409783,50.9714316268284,0,83123361922,10.971156123171617,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10LATIN_AM,1_PP1990,100.48985478300001,0.7522983864636359,0.06087206626526892,0.0012685771458437259,63.40875149999998,407.6537852,232.23200292409783,24.814728225982105,0.29460421144302384,38166751431,38.299419062574856,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10MIDDLE_EAST,1_PP1990,125.68730342900002,45.86710228495929,0.07613550521646642,0.0773442542902336,30.9403975,407.6537852,232.23200292409783,31.03692688960688,17.961811088491697,30497293364,-18.058340478098575,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10NORTH_AM,1_PP1990,246.83413836800003,193.7267654119184,0.1495206064305041,0.32667536121542345,46.58045004999997,407.6537852,232.23200292409783,60.95264117679446,75.86447344101093,20333661417,-90.2366645678054,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10PAC_OECD,1_PP1990,54.558085094,35.114359577800506,0.03304874286384158,0.05921224191471753,7.80759615,407.6537852,232.23200292409783,13.472445124546509,13.75097753748107,7439172114,-19.41582651202758,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10REF_ECON,1_PP1990,111.39741444300009,66.41702463179928,0.06747935707934842,0.11199694304663119,33.41621255,407.6537852,232.23200292409783,27.5082153362588,26.009274405095272,17222890086,-20.10127719135407,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,R10REST_ASIA,1_PP1990,173.28274187899999,0,0.10496660154464078,0,42.744773550000005,407.6537852,232.23200292409783,42.79003243925298,0,72959901093,-0.0452588892529775,-247.59611712409793,1
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10AFRICA,1_PP1990,48.91681127100001,0,0.036879557168485254,0,1.4245632500000005,28.885764549999994,397.4762064499202,1.0652942050771295,0,64655362026,0.35926904492287104,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10CHINA+,1_PP1990,328.33209914100007,115.72925800961679,0.2475374437928227,0.2345332064478036,6.8454361,28.885764549999994,397.4762064499202,7.150308318708333,93.22136918540893,81408881108,-93.52624140411726,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10EUROPE,1_PP1990,162.32057380300014,80.59427266345887,0.12237737345602527,0.16332977083045727,3.26808615,28.885764549999994,397.4762064499202,3.534963995898165,64.91969771002499,31294933396,-65.18657555592316,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10INDIA+,1_PP1990,110.74987653799998,0,0.08349698798963345,0,2.1505729500000017,28.885764549999994,397.4762064499202,2.4118743357027292,0,83123361922,-0.26130138570272754,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10LATIN_AM,1_PP1990,70.80053563299995,0,0.0533782217931398,0,4.051607950000001,28.885764549999994,397.4762064499202,1.5418707468143147,0,38166751431,2.5097372031856864,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10MIDDLE_EAST,1_PP1990,106.91513277900002,27.247400934959288,0.08060588270267921,0.055218709758891364,0.24209340000000004,28.885764549999994,397.4762064499202,2.328362549094509,21.948123280023328,30497293364,-24.034392429117837,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10NORTH_AM,1_PP1990,233.93679946799992,180.77183831191826,0.17637056352664016,0.3663464157977667,3.6501679000000005,28.885764549999994,397.4762064499202,5.094598571581344,145.61398359782143,20333661417,-147.05841426940276,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10PAC_OECD,1_PP1990,50.10469944400001,30.67337522780052,0.03777513455073161,0.06216167949642335,0.7171426500000001,28.885764549999994,397.4762064499202,1.091163642477003,24.70778855279414,7439172114,-25.081809545271142,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10REF_ECON,1_PP1990,103.407696143,58.42893993179919,0.07796154210542347,0.11841021766865774,2.1453461499999995,28.885764549999994,397.4762064499202,2.251978749212173,47.06524412384739,17222890086,-47.17187672305956,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,R10REST_ASIA,1_PP1990,110.90944822899996,0,0.083617292914419,0,3.7297867000000005,28.885764549999994,397.4762064499202,2.41534943543429,0,72959901093,1.3144372645657105,-398.1371677999201,2
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10AFRICA,1_PP1990,100.64356517099995,0,0.05299302152430764,0,52.43907230000001,599.7985324499999,640.881639746148,31.78513654037098,0,64655362026,20.653935759629025,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10CHINA+,1_PP1990,399.007957741,185.7922043096167,0.2100942793214125,0.2345534827187316,91.97510580000001,599.7985324499999,640.881639746148,126.01424041312359,150.32102061295052,81408881108,-184.36015522607414,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10EUROPE,1_PP1990,190.33509380299998,108.27709416345871,0.1002193404575443,0.1366944841904152,38.19334135,599.7985324499999,640.881639746148,60.111413329541975,87.6049851722072,31294933396,-109.52305715174916,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10INDIA+,1_PP1990,234.030011088,14.565416993806508,0.12322653111352534,0.018388119651428676,82.72467004999999,599.7985324499999,640.881639746148,73.91109252079676,11.784608274055978,83123361922,-2.9710307448527544,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10LATIN_AM,1_PP1990,124.52695803300001,24.31738603646363,0.0655686208669883,0.03069949897339783,78.45467484999999,599.7985324499999,640.881639746148,39.32796257079002,19.67474524145639,38166751431,19.451967037753576,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10MIDDLE_EAST,1_PP1990,167.419343329,87.18340408495925,0.08815324506385427,0.11006474216390587,51.405454049999996,599.7985324499999,640.881639746148,52.874187020004996,70.538472436241,30497293364,-72.00720540624599,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10NORTH_AM,1_PP1990,273.9621025180003,220.40080226191867,0.1442524375096789,0.27824512851134586,43.66673615,599.7985324499999,640.881639746148,86.52240032064073,178.32219421172903,20333661417,-221.17785838236975,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10PAC_OECD,1_PP1990,58.650766893999986,39.1547315778005,0.0308820672951128,0.04943091498707646,9.185141350000002,599.7985324499999,640.881639746148,18.5230186426308,31.679365851070006,7439172114,-41.0172431437008,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10REF_ECON,1_PP1990,117.946602193,72.8995820817992,0.06210378992549454,0.09203212228179047,43.38102689999999,599.7985324499999,640.881639746148,37.24976205689472,58.98169743727188,17222890086,-52.85043259416661,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,R10REST_ASIA,1_PP1990,232.66285562900006,39.5195708270447,0.12250666692208138,0.049891506521908074,88.51146635000003,599.7985324499999,640.881639746148,73.47931903520536,31.974550509166086,72959901093,-16.942403194371423,-660.7434830461481,3
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10AFRICA,1_PP1990,42.710479320999994,0,0.03258609261828442,0,1.6719982000000002,32.818006450000006,791.9159998291103,1.0694105977271557,0,64655362026,0.6025876022728445,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10CHINA+,1_PP1990,321.02793394099996,108.26869810961671,0.24492925752098513,0.2184549101765303,6.7512659999999975,32.818006450000006,791.9159998291103,8.038089953117403,172.99793861002547,81408881108,-174.2847625631429,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10EUROPE,1_PP1990,164.55683995300004,82.80549051345875,0.12554915123708607,0.16707752386499258,3.4753628,32.818006450000006,791.9159998291103,4.120272855090717,132.31136436051764,31294933396,-132.95627441560836,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10INDIA+,1_PP1990,98.14449238799992,0,0.07487964475634915,0,4.873252400000001,32.818006450000006,791.9159998291103,2.4574006645875754,0,83123361922,2.4158517354124256,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10LATIN_AM,1_PP1990,77.593932383,0,0.05920053128521379,0,4.5323272999999995,32.818006450000006,791.9159998291103,1.9428434175615734,0,38166751431,2.589483882438426,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10MIDDLE_EAST,1_PP1990,105.535697179,25.861422234959264,0.08051878736746505,0.05218086824739921,0.7963412999999997,32.818006450000006,791.9159998291103,2.642466083171647,41.32286445009022,30497293364,-43.16898923326187,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10NORTH_AM,1_PP1990,238.3529873680001,185.20156991191845,0.18185215070624444,0.37368318845672843,3.3841482000000007,32.818006450000006,791.9159998291103,5.9680250548239036,295.9256958060399,20333661417,-298.5095726608638,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10PAC_OECD,1_PP1990,51.59556799400001,32.16277347780051,0.03936499856883626,0.06489517204693278,0.6292356,32.818006450000006,791.9159998291103,1.2918807769363094,51.391525055628904,7439172114,-52.05417023256521,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10REF_ECON,1_PP1990,106.30782299300002,61.31123628179921,0.08110788315116894,0.12370833720741678,2.1712540999999996,32.818006450000006,791.9159998291103,2.6617990324009093,97.96661154680818,17222890086,-98.45715647920909,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,R10REST_ASIA,1_PP1990,104.87080102899999,0,0.08001150278836675,0,3.8702440000000005,32.818006450000006,791.9159998291103,2.6258180145828134,0,72959901093,1.244425985417187,-792.5785763791104,4
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10AFRICA,1_PP1990,96.28244997099998,0,0.0643397604349721,0,4.744070900000001,110.9962143,270.814012621527,7.141469837250824,0,64655362026,-2.3973989372508226,-279.031049871527,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10CHINA+,1_PP1990,371.4334048910001,158.82836685961684,0.2482065661543816,0.2837617858733943,8.58420375,110.9962143,270.814012621527,27.549989207538868,76.84666786102444,81408881108,-95.81245331856331,-279.031049871527,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10EUROPE,1_PP1990,160.92623885300014,79.18919491345886,0.10753730984848967,0.14147892983361504,6.604243500000002,110.9962143,270.814012621527,11.93623428918846,38.314476689640756,31294933396,-43.646467478829216,-279.031049871527,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10INDIA+,1_PP1990,133.24421353800003,0,0.08903908013312212,0,2.8938443,110.9962143,270.814012621527,9.883000819530896,0,83123361922,-6.989156519530896,-279.031049871527,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10LATIN_AM,1_PP1990,82.22329408299996,0,0.05494487359916453,0,19.911539899999998,110.9962143,270.814012621527,6.098672964699278,0,38166751431,13.812866935300718,-279.031049871527,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10MIDDLE_EAST,1_PP1990,118.15007172900003,38.456846584959294,0.07895257456273971,0.06870676618901753,13.5910428,110.9962143,270.814012621527,8.763436885702587,18.606755045896897,30497293364,-13.779149131599485,-279.031049871527,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10NORTH_AM,1_PP1990,237.468825468,184.3556379119184,0.15868610890133375,0.32936865173431273,21.431711150000005,110.9962143,270.814012621527,17.61355735004558,89.1976462079115,20333661417,-85.37949240795709,-279.031049871527,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10PAC_OECD,1_PP1990,52.27146379399999,32.8389514778005,0.03492986997219373,0.05866986925444289,3.0153579500000007,110.9962143,270.814012621527,3.8770833329047507,15.888622712776037,7439172114,-16.750348095680785,-279.031049871527,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10REF_ECON,1_PP1990,111.03188909299999,66.05530188179918,0.07419592196747896,0.11801399711521744,19.86574735,110.9962143,270.814012621527,8.235466454888373,31.959844104277348,17222890086,-20.32956320916572,-279.031049871527,5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,R10REST_ASIA,1_PP1990,133.43703997899996,0,0.0891679344261236,0,2.13741545,110.9962143,270.814012621527,9.897303158250363,0,72959901093,-7.759887708250362,-279.031049871527,5
